order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,updated_ts
O0100327,2026-09-02 15:48:08,C01943,P0166,ST016,1,420.1,2026-09-02 15:48:08
O0100328,2026-09-02 18:25:55,C01487,P0049,ST016,3,109.48,2026-09-02 18:25:55
O0100329,2026-09-02 20:21:18,C01584,P0043,ST001,3,220.74,2026-09-02 20:21:18
O0100330,2026-09-02 16:04:51,C00668,P0075,ST010,1,121.63,2026-09-02 16:04:51
O0100331,2026-09-02 21:01:41,C00796,P0163,ST004,1,375.27,2026-09-02 21:01:41
O0100332,2026-09-02 11:21:07,C03739,P0012,ST007,8,83.84,2026-09-02 11:21:07
O0100333,2026-09-02 17:50:16,C02363,P0015,ST010,3,84.21,2026-09-02 17:50:16
O0100334,2026-09-02 12:53:00,C01793,P0107,ST017,7,113.79,2026-09-02 12:53:00
O0100335,2026-09-02 10:24:04,C01774,P0036,ST004,5,122.01,2026-09-02 10:24:04
O0100336,2026-09-02 11:56:05,C01053,P0199,ST009,3,159.83,2026-09-02 11:56:05
O0100337,2026-09-02 10:18:43,C00997,P0086,ST020,4,138.36,2026-09-02 10:18:43
O0100338,2026-09-02 14:07:01,C00923,P0102,ST004,3,391.85,2026-09-02 14:07:01
O0100339,2026-09-02 11:14:46,C04080,P0161,ST012,6,141.29,2026-09-02 11:14:46
O0100340,2026-09-02 08:13:58,C01953,P0144,ST015,6,119.54,2026-09-02 08:13:58
O0100341,2026-09-02 14:26:48,C01013,P0108,ST015,8,166.15,2026-09-02 14:26:48
O0100342,2026-09-02 10:37:14,C00753,P0194,ST013,4,49.25,2026-09-02 10:37:14
O0100343,2026-09-02 13:47:05,C03044,P0164,ST003,1,114.44,2026-09-02 13:47:05
O0100344,2026-09-02 20:35:32,C04587,P0184,ST017,2,163.19,2026-09-02 20:35:32
O0100345,2026-09-02 13:18:33,C01116,P0056,ST010,2,72.67,2026-09-02 13:18:33
O0100346,2026-09-02 16:05:55,C04012,P0066,ST001,7,79.93,2026-09-02 16:05:55
O0100347,2026-09-02 18:30:15,C04457,P0054,ST014,6,33.12,2026-09-02 18:30:15
O0100348,2026-09-02 21:10:17,C01032,P0139,ST005,2,415.79,2026-09-02 21:10:17
O0100349,2026-09-02 18:29:04,C00524,P0112,ST020,8,22.01,2026-09-02 18:29:04
O0100350,2026-09-02 15:39:46,C02351,P0186,ST009,2,286.22,2026-09-02 15:39:46
O0100351,2026-09-02 19:00:21,C00774,P0062,ST001,2,432.73,2026-09-02 19:00:21
O0100352,2026-09-02 12:36:59,C04979,P0022,ST014,8,182.91,2026-09-02 12:36:59
O0100353,2026-09-02 08:10:32,C01775,P0094,ST014,4,274.16,2026-09-02 08:10:32
O0100354,2026-09-02 18:04:23,C04744,P0121,ST020,-7,339.63,2026-09-02 18:04:23
O0100355,2026-09-02 10:25:15,C01485,P0175,ST002,6,53.64,2026-09-02 10:25:15
O0100356,2026-09-02 12:08:03,C01629,P0163,ST013,3,375.27,2026-09-02 12:08:03
O0100357,2026-09-02 11:05:29,C04679,P0137,ST008,7,229.86,2026-09-02 11:05:29
O0100358,2026-09-02 15:14:10,C02372,P0056,ST013,8,72.67,2026-09-02 15:14:10
O0100359,2026-09-02 19:26:42,C01330,P0020,ST005,6,74.01,2026-09-02 19:26:42
O0100360,2026-09-02 09:21:20,C02671,P0152,ST017,3,270.5,2026-09-02 09:21:20
O0100361,2026-09-02 08:01:22,C01141,P0109,ST007,1,177.52,2026-09-02 08:01:22
O0100362,2026-09-02 08:47:35,C00421,P0056,ST008,7,72.67,2026-09-02 08:47:35
O0100363,2026-09-02 21:44:58,C00477,P0085,ST010,5,445.19,2026-09-02 21:44:58
O0100364,2026-09-02 17:39:19,C00734,P0030,ST017,8,219.08,2026-09-02 17:39:19
O0100365,2026-09-02 19:44:46,C00790,P0122,ST008,7,204.82,2026-09-02 19:44:46
O0100366,2026-09-02 13:08:54,C04131,P0194,ST019,7,49.25,2026-09-02 13:08:54
O0100367,2026-09-02 15:30:46,C04095,P0004,ST020,7,53.8,2026-09-02 15:30:46
O0100368,2026-09-02 11:01:56,C04703,P0073,ST014,4,211.35,2026-09-02 11:01:56
O0100369,2026-09-02 09:49:18,C03603,P0128,ST002,7,337.38,2026-09-02 09:49:18
O0100370,2026-09-02 18:33:13,C04522,P0085,ST008,4,445.19,2026-09-02 18:33:13
O0100371,2026-09-02 16:56:48,C03746,P0062,ST007,3,432.73,2026-09-02 16:56:48
O0100372,2026-09-02 11:05:30,C03011,P0162,ST004,2,128.38,2026-09-02 11:05:30
O0100373,2026-09-02 08:56:51,C03479,P0047,ST015,6,116.78,2026-09-02 08:56:51
O0100374,2026-09-02 11:53:56,C02165,P0137,ST010,8,229.86,2026-09-02 11:53:56
O0100375,2026-09-02 10:19:47,C00253,P0088,ST001,8,254.19,2026-09-02 10:19:47
O0100376,2026-09-02 11:28:52,C02093,P0154,ST014,4,17.43,2026-09-02 11:28:52
O0100377,2026-09-02 08:25:39,C01464,P0123,ST008,6,145.6,2026-09-02 08:25:39
O0100378,2026-09-02 11:42:57,C03613,P0010,ST018,1,428.09,2026-09-02 11:42:57
O0100379,2026-09-02 09:07:55,C03612,P0085,ST015,1,445.19,2026-09-02 09:07:55
O0100380,2026-09-02 20:45:30,C04121,P0053,ST007,5,337.66,2026-09-02 20:45:30
O0100381,2026-09-02 12:28:35,C02187,P0088,ST008,7,254.19,2026-09-02 12:28:35
O0100382,2026-09-02 13:35:10,C02466,P0029,ST010,2,384.99,2026-09-02 13:35:10
O0100383,2026-09-02 20:40:39,C01992,P0030,ST010,6,219.08,2026-09-02 20:40:39
O0100384,2026-09-02 19:27:47,C04709,P0188,ST020,5,245.31,2026-09-02 19:27:47
O0100385,2026-09-02 16:46:13,C03560,P0186,ST010,1,286.22,2026-09-02 16:46:13
O0100386,2026-13-45 99:99:99,C03566,P0103,ST015,3,135.6,2026-09-02 19:26:15
O0100387,2026-09-02 08:12:48,C04626,P0110,ST005,6,469.8,2026-09-02 08:12:48
O0100388,2026-09-02 13:15:59,C00782,P0041,ST013,8,482.29,2026-09-02 13:15:59
O0100389,2026-09-02 19:08:37,C02460,P0004,ST014,5,53.8,2026-09-02 19:08:37
O0100390,2026-09-02 11:40:45,C04292,P0031,ST005,4,486.03,2026-09-02 11:40:45
O0100391,2026-09-02 18:39:33,C03795,P0188,ST007,3,245.31,2026-09-02 18:39:33
O0100392,2026-09-02 09:34:46,C00845,P0108,ST006,7,166.15,2026-09-02 09:34:46
O0100393,2026-09-02 16:29:26,C02615,P0172,ST001,1,289.17,2026-09-02 16:29:26
O0100394,2026-09-02 10:52:06,C02896,P0159,ST010,7,93.32,2026-09-02 10:52:06
O0100395,2026-09-02 09:51:48,C03826,P0004,ST018,4,53.8,2026-09-02 09:51:48
O0100396,2026-09-02 10:14:26,C02328,P0058,ST015,7,404.59,2026-09-02 10:14:26
O0100397,2026-09-02 12:34:09,C04779,P0128,ST014,7,337.38,2026-09-02 12:34:09
O0100398,2026-09-02 09:27:37,C02355,P0145,ST002,1,71.77,2026-09-02 09:27:37
O0100399,2026-09-02 15:24:21,C00629,P0174,ST007,7,297.27,2026-09-02 15:24:21
O0100400,2026-09-02 19:27:35,C01030,P0121,ST005,8,339.63,2026-09-02 19:27:35
O0100401,2026-09-02 15:50:03,C03992,P0107,ST018,2,113.79,2026-09-02 15:50:03
O0100402,2026-09-02 19:29:39,C03483,P0084,ST012,7,469.65,2026-09-02 19:29:39
O0100403,2026-09-02 17:40:34,C03478,P0194,ST005,6,49.25,2026-09-02 17:40:34
O0100404,2026-09-02 08:54:51,C03438,P0072,ST006,4,290.72,2026-09-02 08:54:51
O0100405,2026-09-02 13:11:34,C02255,P0054,ST013,1,33.12,2026-09-02 13:11:34
O0100406,2026-09-02 09:52:23,C03580,P0143,ST019,7,139.47,2026-09-02 09:52:23
O0100407,2026-09-02 08:50:33,C02876,P0092,ST007,8,277.19,2026-09-02 08:50:33
O0100408,2026-09-02 08:11:30,C03252,P0118,ST015,7,360.72,2026-09-02 08:11:30
O0100409,2026-09-02 14:05:51,C03976,P0026,ST002,6,194.23,2026-09-02 14:05:51
O0100410,2026-09-02 08:50:43,C00501,P0184,ST008,6,163.19,2026-09-02 08:50:43
O0100411,2026-09-02 09:25:43,C04781,,ST020,7,172.1,2026-09-02 09:25:43
O0100412,2026-09-02 19:59:27,C00848,P0157,ST016,6,297.17,2026-09-02 19:59:27
O0100413,2026-09-02 11:39:50,C01436,P0050,ST020,1,123.77,2026-09-02 11:39:50
O0100414,2026-09-02 17:02:50,C03312,P0018,ST015,6,202.38,2026-09-02 17:02:50
O0100415,2026-09-02 17:08:10,C01746,P0011,ST001,7,141.15,2026-09-02 17:08:10
O0100416,2026-09-02 18:27:22,C00122,P0186,ST015,5,286.22,2026-09-02 18:27:22
O0100417,2026-09-02 16:24:30,C02218,P0084,ST013,4,469.65,2026-09-02 16:24:30
O0100418,2026-09-02 11:51:56,C02261,P0152,ST003,4,270.5,2026-09-02 11:51:56
O0100419,2026-09-02 14:29:24,C02992,P0163,ST016,7,375.27,2026-09-02 14:29:24
O0100420,2026-09-02 19:54:06,C03304,P0038,ST010,8,489.06,2026-09-02 19:54:06
O0100421,2026-09-02 19:18:25,C01732,P0039,ST006,6,66.81,2026-09-02 19:18:25
O0100422,2026-09-02 08:22:09,C04304,P0171,ST001,1,56.73,2026-09-02 08:22:09
O0100423,2026-09-02 17:25:51,C00615,P0119,ST005,4,334.45,2026-09-02 17:25:51
O0100424,2026-09-02 21:15:53,C02923,P0062,ST005,8,432.73,2026-09-02 21:15:53
O0100425,2026-09-02 20:06:01,C00512,P0195,ST015,4,155.18,2026-09-02 20:06:01
O0100426,2026-09-02 17:19:26,C02154,P0021,ST007,1,374.27,2026-09-02 17:19:26
O0100427,2026-09-02 13:05:30,C03718,P0096,ST002,6,449.79,2026-09-02 13:05:30
O0100428,2026-09-02 14:58:39,C03125,P0146,ST010,7,354.09,2026-09-02 14:58:39
O0100429,2026-09-02 10:39:07,C01468,P0119,ST001,1,334.45,2026-09-02 10:39:07
O0100430,2026-09-02 20:58:34,C04506,P0062,ST007,2,432.73,2026-09-02 20:58:34
O0100431,2026-09-02 20:56:25,C03342,P0198,ST003,5,127.95,2026-09-02 20:56:25
O0100432,2026-09-02 11:45:28,C02137,P0127,ST006,2,49.41,2026-09-02 11:45:28
O0100433,2026-09-02 14:43:19,C00426,P0044,ST005,7,126.21,2026-09-02 14:43:19
O0100434,2026-09-02 16:58:52,C02487,P0018,ST003,7,202.38,2026-09-02 16:58:52
O0100435,2026-09-02 21:54:27,C04089,P0104,ST012,1,193.12,2026-09-02 21:54:27
O0100436,2026-09-02 08:22:47,C04186,P0171,ST020,3,56.73,2026-09-02 08:22:47
O0100437,2026-09-02 21:33:28,C04925,P0042,ST020,4,357.34,2026-09-02 21:33:28
O0100438,2026-09-02 15:10:15,C00585,P0070,ST003,3,37.06,2026-09-02 15:10:15
O0100439,2026-09-02 11:41:37,C01449,P0163,ST010,1,375.27,2026-09-02 11:41:37
O0100440,2026-09-02 17:26:21,C02966,P0125,ST020,1,257.05,2026-09-02 17:26:21
O0100441,2026-09-02 16:04:19,C04717,P0190,ST017,7,279.23,2026-09-02 16:04:19
O0100442,2026-09-02 08:36:02,C02504,P0166,ST016,2,420.1,2026-09-02 08:36:02
O0100443,2026-09-02 13:56:01,C02572,P0181,ST013,7,354.53,2026-09-02 13:56:01
O0100444,2026-09-02 21:38:46,C00176,P0011,ST005,8,141.15,2026-09-02 21:38:46
O0100445,2026-09-02 09:48:42,C00165,P0185,ST020,4,141.63,2026-09-02 09:48:42
O0100446,2026-09-02 11:26:17,C04762,P0168,ST013,8,234.12,2026-09-02 11:26:17
O0100447,2026-09-02 09:39:27,C01940,P0100,ST016,4,432.71,2026-09-02 09:39:27
O0100448,2026-09-02 15:39:53,C04194,P0157,ST003,6,297.17,2026-09-02 15:39:53
O0100449,2026-09-02 21:50:24,C02488,P0143,ST009,5,139.47,2026-09-02 21:50:24
O0100450,2026-09-02 11:14:06,C00246,P0071,ST004,6,203.68,2026-09-02 11:14:06
O0100451,2026-09-02 21:31:21,C01661,P0020,ST013,8,74.01,2026-09-02 21:31:21
O0100452,2026-09-02 10:02:32,C00546,P0164,ST012,5,114.44,2026-09-02 10:02:32
O0100453,2026-09-02 09:21:22,C03028,P0093,ST018,8,58.6,2026-09-02 09:21:22
O0100454,2026-09-02 20:03:40,C03594,P0150,ST016,5,240.06,2026-09-02 20:03:40
O0100455,2026-09-02 12:45:29,C01435,P0063,ST014,7,191.35,2026-09-02 12:45:29
O0100456,2026-09-02 08:33:12,C04466,P0169,ST014,6,86.39,2026-09-02 08:33:12
O0100457,2026-09-02 15:16:58,C01052,P0135,ST001,-2,389.87,2026-09-02 15:16:58
O0100458,2026-09-02 19:28:56,C02273,P0198,ST003,8,127.95,2026-09-02 19:28:56
O0100459,2026-09-02 15:23:03,C03577,P0027,ST020,6,265.97,2026-09-02 15:23:03
O0100460,2026-09-02 14:31:46,C02466,P0080,ST016,8,440.0,2026-09-02 14:31:46
O0100461,2026-09-02 12:20:13,C00979,P0181,ST017,4,354.53,2026-09-02 12:20:13
O0100462,2026-09-02 12:33:32,C04849,P0162,ST009,5,128.38,2026-09-02 12:33:32
O0100463,2026-09-02 13:05:00,C00752,P0193,ST018,6,324.01,2026-09-02 13:05:00
O0100464,2026-09-02 12:21:04,C04362,P0030,ST002,6,219.08,2026-09-02 12:21:04
O0100465,2026-09-02 15:11:25,C00574,P0179,ST016,7,425.24,2026-09-02 15:11:25
O0100466,2026-09-02 16:21:00,C03700,P0045,ST020,1,295.39,2026-09-02 16:21:00
O0100467,2026-09-02 08:04:27,C02693,P0078,ST019,4,39.41,2026-09-02 08:04:27
O0100468,2026-09-02 12:02:25,C02256,P0024,ST002,2,430.97,2026-09-02 12:02:25
O0100469,2026-09-02 16:58:15,C03568,P0058,ST007,7,404.59,2026-09-02 16:58:15
O0100470,2026-09-02 19:15:15,C04265,P0062,ST004,-2,432.73,2026-09-02 19:15:15
O0100471,2026-09-02 08:01:13,C02274,P0028,ST007,4,341.1,2026-09-02 08:01:13
O0100472,2026-09-02 16:55:46,C04066,P0049,ST011,1,109.48,2026-09-02 16:55:46
O0100473,2026-09-02 16:51:22,C02437,P0188,ST017,1,245.31,2026-09-02 16:51:22
O0100474,2026-09-02 11:08:44,C00750,P0158,ST020,7,322.45,2026-09-02 11:08:44
O0100475,2026-09-02 15:02:55,C01267,P0107,ST002,4,113.79,2026-09-02 15:02:55
O0100476,2026-09-02 16:05:28,C02152,P0130,ST006,6,306.8,2026-09-02 16:05:28
O0100477,2026-09-02 18:36:59,C00323,P0049,ST008,4,109.48,2026-09-02 18:36:59
O0100478,2026-09-02 15:53:42,C02480,P0023,ST003,3,256.23,2026-09-02 15:53:42
O0100479,2026-09-02 08:47:54,C01739,P0155,ST019,4,362.92,2026-09-02 08:47:54
O0100480,2026-09-02 15:00:43,C02479,P0146,ST017,4,354.09,2026-09-02 15:00:43
O0100481,2026-09-02 11:47:38,C00324,P0188,ST017,2,245.31,2026-09-02 11:47:38
O0100482,2026-09-02 17:05:02,C04659,P0181,ST017,3,354.53,2026-09-02 17:05:02
O0100483,2026-09-02 14:10:41,C01033,P0176,ST015,3,398.72,2026-09-02 14:10:41
O0100484,2026-09-02 16:46:22,C02023,P0041,ST003,3,482.29,2026-09-02 16:46:22
O0100485,2026-09-02 21:09:15,C04730,P0197,ST001,7,177.85,2026-09-02 21:09:15
O0100486,2026-09-02 10:56:02,C02429,P0102,ST001,8,391.85,2026-09-02 10:56:02
O0100487,2026-09-02 15:43:02,C04117,P0059,ST002,4,28.14,2026-09-02 15:43:02
O0100488,2026-09-02 18:24:54,C04192,P0127,ST005,7,49.41,2026-09-02 18:24:54
O0100489,2026-09-02 11:58:29,C03343,P0002,ST012,2,380.13,2026-09-02 11:58:29
O0100490,2026-09-02 14:27:43,C01051,P0043,ST013,7,220.74,2026-09-02 14:27:43
O0100491,2026-09-02 16:52:23,C04288,P0122,ST004,1,204.82,2026-09-02 16:52:23
O0100492,2026-09-02 09:13:00,C01446,P0012,ST019,-7,83.84,2026-09-02 09:13:00
O0100493,2026-09-02 10:30:23,C00606,P0127,ST010,1,49.41,2026-09-02 10:30:23
O0100494,2026-09-02 13:24:14,C03676,P0051,ST010,6,97.63,2026-09-02 13:24:14
O0100495,2026-09-02 10:55:05,C00116,P0018,ST005,2,202.38,2026-09-02 10:55:05
O0100496,2026-09-02 08:56:38,C03701,P0109,ST008,5,177.52,2026-09-02 08:56:38
O0100497,2026-09-02 11:08:20,C00189,P0086,ST011,8,138.36,2026-09-02 11:08:20
O0100498,2026-09-02 13:22:01,C03576,P0138,ST014,4,475.17,2026-09-02 13:22:01
O0100499,2026-09-02 20:59:49,C04276,P0046,ST006,8,6.57,2026-09-02 20:59:49
O0100500,2026-09-02 14:09:59,C01626,P0195,ST005,5,155.18,2026-09-02 14:09:59
O0100501,2026-09-02 12:22:24,C00687,P0126,ST009,8,330.45,2026-09-02 12:22:24
O0100502,2026-09-02 12:35:51,C04035,P0171,ST003,8,56.73,2026-09-02 12:35:51
O0100503,2026-09-02 19:03:25,C04173,P0184,ST007,8,163.19,2026-09-02 19:03:25
O0100504,2026-09-02 19:27:11,C03603,P0093,ST004,7,58.6,2026-09-02 19:27:11
O0100505,2026-09-02 17:06:05,C01693,P0038,ST013,1,489.06,2026-09-02 17:06:05
O0100506,2026-09-02 08:09:57,C03418,P0145,ST018,2,71.77,2026-09-02 08:09:57
O0100507,2026-09-02 10:55:20,C00314,P0200,ST006,4,98.2,2026-09-02 10:55:20
O0100508,2026-09-02 20:55:41,C04651,P0101,ST008,1,441.06,2026-09-02 20:55:41
O0100509,2026-09-02 13:52:52,C02051,P0189,ST001,1,172.15,2026-09-02 13:52:52
O0100510,2026-09-02 14:55:28,C00939,P0065,ST018,2,213.23,2026-09-02 14:55:28
O0100511,2026-09-02 08:10:56,C01385,P0190,ST011,4,279.23,2026-09-02 08:10:56
O0100512,2026-09-02 16:43:25,C04818,P0106,ST004,8,176.78,2026-09-02 16:43:25
O0100513,2026-09-02 15:41:42,C04291,P0167,ST011,8,65.73,2026-09-02 15:41:42
O0100514,2026-09-02 14:03:18,C01885,P0058,ST011,7,404.59,2026-09-02 14:03:18
O0100515,2026-09-02 20:42:24,C00947,P0059,ST010,8,28.14,2026-09-02 20:42:24
O0100516,2026-09-02 17:12:56,C01315,P0003,ST005,3,172.1,2026-09-02 17:12:56
O0100517,2026-09-02 15:17:44,C04939,P0007,ST001,8,42.16,2026-09-02 15:17:44
O0100518,2026-09-02 17:53:56,C03689,P0020,ST004,3,74.01,2026-09-02 17:53:56
O0100519,2026-09-02 12:38:20,C04351,P0025,ST004,3,396.66,2026-09-02 12:38:20
O0100520,2026-09-02 16:17:09,C00903,P0175,ST008,3,53.64,2026-09-02 16:17:09
O0100521,2026-09-02 14:38:01,C03360,P0061,ST008,3,85.66,2026-09-02 14:38:01
O0100522,2026-09-02 15:15:37,C99999,P0062,ST011,4,432.73,2026-09-02 15:15:37
O0100523,2026-09-02 12:14:37,C01451,P0049,ST001,3,109.48,2026-09-02 12:14:37
O0100524,2026-09-02 08:33:33,C04113,,ST018,8,85.66,2026-09-02 08:33:33
O0100525,2026-09-02 11:18:48,C01123,P0049,ST014,6,109.48,2026-09-02 11:18:48
O0100526,2026-09-02 21:02:45,C03720,P0025,ST001,3,396.66,2026-09-02 21:02:45
O0100527,2026-09-02 14:09:41,C03317,P0149,ST020,6,428.8,2026-09-02 14:09:41
O0100528,2026-09-02 19:35:35,C03456,P0178,ST014,6,37.27,2026-09-02 19:35:35
O0100529,2026-09-02 09:39:40,C04009,P0082,ST006,8,307.0,2026-09-02 09:39:40
O0100530,2026-09-02 14:43:15,C02254,P0113,ST003,5,365.09,2026-09-02 14:43:15
O0100531,2026-13-45 99:99:99,C00761,P0179,ST002,4,425.24,2026-09-02 08:05:13
O0100532,2026-09-02 18:44:29,C02732,P0117,ST006,4,312.71,2026-09-02 18:44:29
O0100533,2026-09-02 13:20:27,C03615,,ST020,4,254.19,2026-09-02 13:20:27
O0100534,2026-09-02 13:39:50,C03097,P0160,ST001,6,108.2,2026-09-02 13:39:50
O0100535,2026-09-02 18:59:30,C00757,P0092,ST014,1,277.19,2026-09-02 18:59:30
O0100536,2026-09-02 09:10:28,C01067,P0091,ST003,7,319.65,2026-09-02 09:10:28
O0100537,2026-09-02 17:46:25,C00886,P0166,ST012,3,420.1,2026-09-02 17:46:25
O0100538,2026-09-02 13:18:27,C00632,P0079,ST005,6,68.83,2026-09-02 13:18:27
O0100539,2026-09-02 17:33:16,C03032,P0170,ST010,4,389.56,2026-09-02 17:33:16
O0100540,2026-09-02 13:33:24,C04921,P0149,ST007,8,428.8,2026-09-02 13:33:24
O0100541,2026-09-02 18:47:37,C04417,P0190,ST010,7,279.23,2026-09-02 18:47:37
O0100542,2026-09-02 13:26:01,C02644,P0111,ST016,2,91.75,2026-09-02 13:26:01
O0100543,2026-09-02 10:46:53,C00505,P0005,ST009,4,424.2,2026-09-02 10:46:53
O0100544,2026-09-02 16:31:48,C02135,P0037,ST002,6,45.57,2026-09-02 16:31:48
O0100545,2026-09-02 14:00:34,C03859,P0162,ST004,8,128.38,2026-09-02 14:00:34
O0100546,2026-09-02 15:09:55,C00061,P0048,ST012,4,38.22,2026-09-02 15:09:55
O0100547,2026-09-02 18:09:29,C04483,P0191,ST002,3,45.55,2026-09-02 18:09:29
O0100548,2026-09-02 17:51:06,C03568,P0042,ST015,2,357.34,2026-09-02 17:51:06
O0100549,2026-09-02 14:11:58,C04413,P0185,ST005,8,141.63,2026-09-02 14:11:58
O0100550,2026-09-02 11:00:00,C04059,P0068,ST005,3,31.41,2026-09-02 11:00:00
O0100551,2026-09-02 18:27:33,C04564,P0128,ST009,7,337.38,2026-09-02 18:27:33
O0100552,2026-09-02 09:20:23,C02010,P0077,ST009,4,7.63,2026-09-02 09:20:23
O0100553,2026-09-02 16:24:23,C00413,P0152,ST020,3,270.5,2026-09-02 16:24:23
O0100554,2026-09-02 08:54:59,C04105,P0186,ST012,8,286.22,2026-09-02 08:54:59
O0100555,2026-09-02 13:47:52,C02650,P0084,ST007,7,469.65,2026-09-02 13:47:52
O0100556,2026-09-02 11:11:54,C04032,P0092,ST007,8,277.19,2026-09-02 11:11:54
O0100557,2026-09-02 20:16:33,C03065,P0033,ST003,2,78.96,2026-09-02 20:16:33
O0100558,2026-09-02 13:53:35,C03784,,ST010,7,184.02,2026-09-02 13:53:35
O0100559,2026-09-02 08:58:06,C01545,P0058,ST017,1,404.59,2026-09-02 08:58:06
O0100560,2026-09-02 19:13:37,C01179,P0044,ST009,6,126.21,2026-09-02 19:13:37
O0100561,2026-09-02 12:25:33,C04571,P0195,ST002,7,155.18,2026-09-02 12:25:33
O0100562,2026-09-02 18:07:19,C04774,P0039,ST010,8,66.81,2026-09-02 18:07:19
O0100563,2026-09-02 19:20:39,C02201,P0017,ST016,2,116.84,2026-09-02 19:20:39
O0100564,2026-09-02 09:41:18,C02940,P0060,ST018,6,484.59,2026-09-02 09:41:18
O0100565,2026-09-02 12:12:39,C00500,P0160,ST015,7,108.2,2026-09-02 12:12:39
O0100566,2026-09-02 13:50:55,C03399,P0083,ST015,7,334.93,2026-09-02 13:50:55
O0100567,2026-09-02 21:29:38,C01594,P0148,ST007,3,105.8,2026-09-02 21:29:38
O0100568,2026-09-02 19:36:43,C00840,P0004,ST008,3,53.8,2026-09-02 19:36:43
O0100569,2026-09-02 14:15:20,C02762,P0094,ST015,2,274.16,2026-09-02 14:15:20
O0100570,2026-09-02 17:12:38,C03427,P0073,ST020,4,211.35,2026-09-02 17:12:38
O0100571,2026-09-02 20:25:06,C03038,P0196,ST009,1,278.08,2026-09-02 20:25:06
O0100572,2026-09-02 17:47:34,C01480,P0064,ST010,3,463.48,2026-09-02 17:47:34
O0100573,2026-09-02 18:47:28,C01562,P0048,ST001,6,38.22,2026-09-02 18:47:28
O0100574,2026-09-02 16:25:41,C00419,P0057,ST012,1,127.15,2026-09-02 16:25:41
O0100575,2026-09-02 15:22:31,C04017,P0050,ST006,8,123.77,2026-09-02 15:22:31
O0100576,2026-09-02 20:14:51,C04511,P0112,ST019,2,22.01,2026-09-02 20:14:51
O0100577,2026-09-02 08:17:02,C04050,P0180,ST006,3,218.46,2026-09-02 08:17:02
O0100578,2026-09-02 14:07:36,C02425,,ST016,1,74.01,2026-09-02 14:07:36
O0100579,2026-09-02 12:21:59,C02177,,ST018,3,240.06,2026-09-02 12:21:59
O0100580,2026-09-02 20:51:25,C04755,P0055,ST001,8,126.58,2026-09-02 20:51:25
O0100581,2026-09-02 21:49:36,C00731,P0119,ST011,4,334.45,2026-09-02 21:49:36
O0100582,2026-09-02 08:16:19,C02609,P0175,ST008,3,53.64,2026-09-02 08:16:19
O0100583,2026-09-02 08:08:38,C01407,P0122,ST019,1,204.82,2026-09-02 08:08:38
O0100584,2026-09-02 19:27:13,C01077,P0092,ST005,5,277.19,2026-09-02 19:27:13
