order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,updated_ts
O0100036,2026-09-01 14:22:35,C00843,P0132,ST001,1,360.02,2026-09-01 14:22:35
O0100037,2026-09-01 15:56:19,C01298,P0166,ST007,4,420.1,2026-09-01 15:56:19
O0100038,2026-09-01 12:10:09,C03628,P0007,ST010,2,42.16,2026-09-01 12:10:09
O0100039,2026-09-01 14:44:05,C01579,P0048,ST013,7,38.22,2026-09-01 14:44:05
O0100040,2026-09-01 13:57:25,C02849,P0176,ST011,1,398.72,2026-09-01 13:57:25
O0100041,2026-09-01 14:39:29,C04034,P0002,ST019,1,380.13,2026-09-01 14:39:29
O0100042,2026-09-01 15:29:55,C01225,P0019,ST019,4,108.68,2026-09-01 15:29:55
O0100043,2026-09-01 12:31:50,C03059,P0078,ST006,2,39.41,2026-09-01 12:31:50
O0100044,2026-09-01 21:17:23,C04529,P0183,ST007,1,234.04,2026-09-01 21:17:23
O0100045,2026-09-01 10:55:45,C03793,P0114,ST019,1,194.44,2026-09-01 10:55:45
O0100046,2026-09-01 12:00:30,C00975,P0053,ST009,1,337.66,2026-09-01 12:00:30
O0100047,2026-09-01 15:34:41,C04096,P0133,ST019,6,124.26,2026-09-01 15:34:41
O0100048,2026-09-01 21:52:07,C02260,P0163,ST011,8,375.27,2026-09-01 21:52:07
O0100049,2026-09-01 20:40:36,C03871,P0041,ST015,8,482.29,2026-09-01 20:40:36
O0100050,2026-09-01 08:42:21,C00423,P0003,ST006,8,172.1,2026-09-01 08:42:21
O0100051,2026-09-01 18:24:13,C00297,P0074,ST005,6,467.55,2026-09-01 18:24:13
O0100052,2026-09-01 11:48:32,C04410,P0068,ST011,4,31.41,2026-09-01 11:48:32
O0100053,2026-09-01 16:17:38,C04734,P0041,ST016,1,482.29,2026-09-01 16:17:38
O0100054,2026-09-01 21:55:16,C03155,P0025,ST010,4,396.66,2026-09-01 21:55:16
O0100055,2026-09-01 17:09:30,C03235,P0030,ST006,2,219.08,2026-09-01 17:09:30
O0100056,2026-09-01 19:35:57,C02532,P0129,ST004,8,76.23,2026-09-01 19:35:57
O0100057,2026-09-01 14:24:13,C00390,P0004,ST003,7,53.8,2026-09-01 14:24:13
O0100058,2026-09-01 10:03:13,C03826,P0070,ST012,2,37.06,2026-09-01 10:03:13
O0100059,2026-09-01 10:45:10,C01338,P0127,ST010,7,49.41,2026-09-01 10:45:10
O0100060,2026-09-01 11:00:20,C02954,P0041,ST006,8,482.29,2026-09-01 11:00:20
O0100061,2026-09-01 13:28:51,C03677,P0125,ST018,6,257.05,2026-09-01 13:28:51
O0100062,2026-09-01 20:22:19,C04230,,ST019,2,122.01,2026-09-01 20:22:19
O0100063,2026-09-01 19:26:43,C04178,P0066,ST012,5,79.93,2026-09-01 19:26:43
O0100064,2026-09-01 17:48:29,C02681,P0109,ST018,7,177.52,2026-09-01 17:48:29
O0100065,2026-09-01 11:39:18,C01905,P0125,ST014,5,257.05,2026-09-01 11:39:18
O0100066,2026-09-01 10:57:04,C04385,P0045,ST018,8,295.39,2026-09-01 10:57:04
O0100067,2026-09-01 14:01:11,C03143,P0156,ST014,4,490.42,2026-09-01 14:01:11
O0100068,2026-09-01 20:59:03,C02425,P0107,ST017,5,113.79,2026-09-01 20:59:03
O0100069,2026-09-01 13:23:21,C00359,P0178,ST014,1,37.27,2026-09-01 13:23:21
O0100070,2026-09-01 21:54:10,C02120,,ST018,2,445.19,2026-09-01 21:54:10
O0100071,2026-09-01 09:20:19,C04073,P0025,ST003,4,396.66,2026-09-01 09:20:19
O0100072,2026-09-01 09:49:03,C04558,P0051,ST004,3,97.63,2026-09-01 09:49:03
O0100073,2026-09-01 08:12:33,C04549,P0077,ST018,1,7.63,2026-09-01 08:12:33
O0100074,2026-09-01 19:44:04,C02000,P0174,ST006,5,297.27,2026-09-01 19:44:04
O0100075,2026-09-01 17:26:45,C02162,P0126,ST003,8,330.45,2026-09-01 17:26:45
O0100076,2026-09-01 09:22:25,C00743,P0085,ST001,7,445.19,2026-09-01 09:22:25
O0100077,2026-09-01 12:56:57,C00566,P0072,ST016,1,290.72,2026-09-01 12:56:57
O0100078,2026-09-01 17:50:18,C02040,P0068,ST006,4,31.41,2026-09-01 17:50:18
O0100079,2026-09-01 16:20:34,C00989,P0001,ST012,2,112.56,2026-09-01 16:20:34
O0100080,2026-09-01 21:20:49,C00245,P0106,ST001,2,176.78,2026-09-01 21:20:49
O0100081,2026-09-01 10:38:01,C01200,P0038,ST004,1,489.06,2026-09-01 10:38:01
O0100082,2026-09-01 21:35:48,C01167,P0195,ST019,8,155.18,2026-09-01 21:35:48
O0100083,2026-09-01 17:36:58,C03838,P0028,ST010,3,341.1,2026-09-01 17:36:58
O0100084,2026-09-01 14:36:44,C02888,P0162,ST015,1,128.38,2026-09-01 14:36:44
O0100085,2026-09-01 18:27:06,C02933,P0059,ST017,3,28.14,2026-09-01 18:27:06
O0100086,2026-09-01 20:09:41,C03217,P0022,ST017,7,182.91,2026-09-01 20:09:41
O0100087,2026-09-01 14:11:24,C04413,P0073,ST005,5,211.35,2026-09-01 14:11:24
O0100088,2026-09-01 20:28:30,C00861,P0169,ST014,8,86.39,2026-09-01 20:28:30
O0100089,2026-09-01 08:13:20,C04461,P0132,ST018,3,360.02,2026-09-01 08:13:20
O0100090,2026-09-01 15:17:35,C00671,P0138,ST010,5,475.17,2026-09-01 15:17:35
O0100091,2026-09-01 19:05:54,C00345,P0116,ST018,7,184.02,2026-09-01 19:05:54
O0100092,2026-09-01 08:20:44,C02180,P0081,ST006,6,220.78,2026-09-01 08:20:44
O0100093,2026-09-01 20:22:30,C03498,P0012,ST016,2,83.84,2026-09-01 20:22:30
O0100094,2026-09-01 13:14:55,C02002,P0079,ST006,3,68.83,2026-09-01 13:14:55
O0100095,2026-09-01 13:13:10,C01753,P0132,ST019,4,360.02,2026-09-01 13:13:10
O0100096,2026-09-01 17:32:56,C02738,P0175,ST007,8,53.64,2026-09-01 17:32:56
O0100097,2026-09-01 08:30:21,C03457,P0062,ST012,5,432.73,2026-09-01 08:30:21
O0100098,2026-09-01 15:31:12,C04882,P0118,ST003,8,360.72,2026-09-01 15:31:12
O0100099,2026-09-01 17:02:26,C04060,P0167,ST018,3,65.73,2026-09-01 17:02:26
O0100100,2026-09-01 14:06:14,C04531,P0018,ST016,7,202.38,2026-09-01 14:06:14
O0100101,2026-09-01 11:58:29,C00152,P0014,ST014,6,305.74,2026-09-01 11:58:29
O0100102,2026-09-01 21:17:31,C01553,P0147,ST017,2,167.45,2026-09-01 21:17:31
O0100103,2026-09-01 10:01:48,C01604,P0085,ST019,5,445.19,2026-09-01 10:01:48
O0100104,2026-09-01 15:55:57,C02104,P0094,ST002,4,274.16,2026-09-01 15:55:57
O0100105,2026-09-01 12:02:15,C03949,P0016,ST005,8,343.25,2026-09-01 12:02:15
O0100106,2026-09-01 15:10:41,C04536,P0144,ST001,3,119.54,2026-09-01 15:10:41
O0100107,2026-09-01 17:44:47,C03877,P0190,ST005,1,279.23,2026-09-01 17:44:47
O0100108,2026-09-01 12:39:06,C02225,P0100,ST019,3,432.71,2026-09-01 12:39:06
O0100109,2026-09-01 20:05:03,C00370,P0091,ST013,8,319.65,2026-09-01 20:05:03
O0100110,2026-09-01 11:15:12,C02065,P0075,ST019,5,121.63,2026-09-01 11:15:12
O0100111,2026-09-01 17:05:09,C02124,P0188,ST020,8,245.31,2026-09-01 17:05:09
O0100112,2026-09-01 18:39:28,C00209,P0160,ST011,7,108.2,2026-09-01 18:39:28
O0100113,2026-09-01 18:51:59,C02088,P0054,ST016,1,33.12,2026-09-01 18:51:59
O0100114,2026-09-01 13:23:03,C03334,P0134,ST012,5,446.65,2026-09-01 13:23:03
O0100115,2026-09-01 11:41:59,C02378,P0039,ST018,2,66.81,2026-09-01 11:41:59
O0100116,2026-09-01 14:15:19,C01964,P0001,ST005,8,112.56,2026-09-01 14:15:19
O0100117,2026-09-01 16:38:40,C01794,P0096,ST005,8,449.79,2026-09-01 16:38:40
O0100118,2026-09-01 15:28:33,C01257,P0108,ST017,5,166.15,2026-09-01 15:28:33
O0100119,2026-09-01 08:17:31,C01367,P0178,ST016,6,37.27,2026-09-01 08:17:31
O0100120,2026-09-01 12:18:56,C00421,P0178,ST017,8,37.27,2026-09-01 12:18:56
O0100121,2026-09-01 18:04:15,C00408,P0128,ST011,4,337.38,2026-09-01 18:04:15
O0100122,2026-09-01 19:32:24,C02750,P0047,ST003,8,116.78,2026-09-01 19:32:24
O0100123,2026-09-01 21:35:31,C00120,P0166,ST015,8,420.1,2026-09-01 21:35:31
O0100124,2026-09-01 08:15:50,C02125,P0176,ST004,-1,398.72,2026-09-01 08:15:50
O0100125,2026-09-01 08:23:13,C00360,P0014,ST013,3,305.74,2026-09-01 08:23:13
O0100126,2026-09-01 16:47:32,C04332,P0007,ST016,1,42.16,2026-09-01 16:47:32
O0100127,2026-09-01 12:15:04,C03156,P0191,ST001,5,45.55,2026-09-01 12:15:04
O0100128,2026-09-01 14:04:38,C00473,P0158,ST011,6,322.45,2026-09-01 14:04:38
O0100129,2026-09-01 12:37:44,C04098,P0087,ST016,1,104.19,2026-09-01 12:37:44
O0100130,2026-09-01 13:53:10,C00980,P0003,ST014,5,172.1,2026-09-01 13:53:10
O0100131,2026-09-01 12:47:16,C01741,P0149,ST007,7,428.8,2026-09-01 12:47:16
O0100132,2026-09-01 08:32:22,C04270,P0153,ST008,3,245.65,2026-09-01 08:32:22
O0100133,2026-09-01 14:32:57,C04108,P0180,ST012,5,218.46,2026-09-01 14:32:57
O0100134,2026-09-01 17:44:50,C04333,P0060,ST018,1,484.59,2026-09-01 17:44:50
O0100135,2026-09-01 19:31:58,C02474,P0015,ST001,7,84.21,2026-09-01 19:31:58
O0100136,2026-09-01 09:28:45,C03453,P0003,ST007,4,172.1,2026-09-01 09:28:45
O0100137,2026-09-01 12:08:04,C00556,P0137,ST014,4,229.86,2026-09-01 12:08:04
O0100138,2026-09-01 12:10:42,C04257,P0189,ST015,8,172.15,2026-09-01 12:10:42
O0100139,2026-09-01 19:19:27,C04413,P0012,ST020,7,83.84,2026-09-01 19:19:27
O0100140,2026-09-01 20:37:07,C03648,P0021,ST002,7,374.27,2026-09-01 20:37:07
O0100141,2026-09-01 14:17:17,C01032,P0117,ST008,6,312.71,2026-09-01 14:17:17
O0100142,2026-09-01 16:30:53,C00284,P0059,ST004,-2,28.14,2026-09-01 16:30:53
O0100143,2026-09-01 08:08:19,C03020,P0112,ST009,7,22.01,2026-09-01 08:08:19
O0100144,2026-09-01 20:47:55,C00404,P0196,ST010,6,278.08,2026-09-01 20:47:55
O0100145,2026-09-01 13:55:54,C00131,P0115,ST007,3,25.06,2026-09-01 13:55:54
O0100146,2026-09-01 16:10:46,C03550,P0185,ST011,8,141.63,2026-09-01 16:10:46
O0100147,2026-09-01 15:09:23,C02993,P0005,ST001,3,424.2,2026-09-01 15:09:23
O0100148,2026-09-01 20:53:15,C03288,P0010,ST009,7,428.09,2026-09-01 20:53:15
O0100149,2026-09-01 10:03:57,C03748,P0020,ST017,6,74.01,2026-09-01 10:03:57
O0100150,2026-09-01 15:57:59,C03027,P0040,ST019,6,134.73,2026-09-01 15:57:59
O0100151,2026-09-01 17:45:35,C02272,P0092,ST014,8,277.19,2026-09-01 17:45:35
O0100152,2026-09-01 20:47:37,C04372,P0118,ST009,6,360.72,2026-09-01 20:47:37
O0100153,2026-09-01 13:50:17,C03977,P0102,ST016,6,391.85,2026-09-01 13:50:17
O0100154,2026-09-01 15:08:35,C04794,P0177,ST016,1,175.56,2026-09-01 15:08:35
O0100155,2026-09-01 17:11:28,C01006,P0027,ST004,2,265.97,2026-09-01 17:11:28
O0100156,2026-13-45 99:99:99,C00718,P0200,ST012,2,98.2,2026-09-01 14:24:28
O0100157,2026-13-45 99:99:99,C04927,P0099,ST010,5,487.0,2026-09-01 19:29:31
O0100158,2026-09-01 20:22:17,C01611,P0030,ST002,7,219.08,2026-09-01 20:22:17
O0100159,2026-09-01 14:42:52,C00920,P0051,ST017,8,97.63,2026-09-01 14:42:52
O0100160,2026-09-01 17:05:38,C03524,P0129,ST007,3,76.23,2026-09-01 17:05:38
O0100161,2026-09-01 11:09:58,C03661,P0030,ST008,6,219.08,2026-09-01 11:09:58
O0100162,2026-09-01 12:30:30,C02103,P0121,ST006,1,339.63,2026-09-01 12:30:30
O0100163,2026-09-01 15:38:12,C02301,P0051,ST011,4,97.63,2026-09-01 15:38:12
O0100164,2026-09-01 15:26:37,C03475,P0093,ST002,3,58.6,2026-09-01 15:26:37
O0100165,2026-09-01 17:00:33,C04307,P0026,ST012,8,194.23,2026-09-01 17:00:33
O0100166,2026-09-01 09:12:17,C02422,P0087,ST008,1,104.19,2026-09-01 09:12:17
O0100167,2026-09-01 16:40:50,C00744,P0137,ST002,6,229.86,2026-09-01 16:40:50
O0100168,2026-09-01 08:37:16,C04778,P0064,ST015,3,463.48,2026-09-01 08:37:16
O0100169,2026-09-01 11:08:33,C01034,P0056,ST004,5,72.67,2026-09-01 11:08:33
O0100170,2026-09-01 20:57:54,C04537,P0066,ST016,1,79.93,2026-09-01 20:57:54
O0100171,2026-09-01 21:01:17,C03797,P0086,ST011,7,138.36,2026-09-01 21:01:17
O0100172,2026-09-01 12:57:16,C00024,P0123,ST001,8,145.6,2026-09-01 12:57:16
O0100173,2026-09-01 17:21:04,C00784,P0016,ST003,5,343.25,2026-09-01 17:21:04
O0100174,2026-09-01 19:42:54,C01892,P0098,ST006,3,334.47,2026-09-01 19:42:54
O0100175,2026-09-01 19:46:46,C04217,P0180,ST005,5,218.46,2026-09-01 19:46:46
O0100176,2026-09-01 11:08:28,C00226,P0185,ST015,2,141.63,2026-09-01 11:08:28
O0100177,2026-09-01 18:40:11,C02738,P0130,ST017,5,306.8,2026-09-01 18:40:11
O0100178,2026-09-01 11:21:17,C03849,P0093,ST017,2,58.6,2026-09-01 11:21:17
O0100179,2026-09-01 15:26:09,C02827,P0007,ST009,8,42.16,2026-09-01 15:26:09
O0100180,2026-09-01 12:01:18,C02179,P0049,ST001,5,109.48,2026-09-01 12:01:18
O0100181,2026-09-01 11:25:33,C04180,P0071,ST006,4,203.68,2026-09-01 11:25:33
O0100182,2026-09-01 16:40:56,C04414,P0043,ST020,1,220.74,2026-09-01 16:40:56
O0100183,2026-09-01 11:33:44,C04333,P0140,ST014,7,372.6,2026-09-01 11:33:44
O0100184,2026-09-01 17:39:42,C01882,P0037,ST009,5,45.57,2026-09-01 17:39:42
O0100185,2026-09-01 13:13:26,C00901,P0151,ST014,3,377.48,2026-09-01 13:13:26
O0100186,2026-09-01 09:26:03,C01121,P0193,ST006,6,324.01,2026-09-01 09:26:03
O0100187,2026-09-01 10:27:17,C00114,P0042,ST001,7,357.34,2026-09-01 10:27:17
O0100188,2026-09-01 16:27:56,C00687,P0005,ST005,1,424.2,2026-09-01 16:27:56
O0100189,2026-09-01 14:40:20,C01369,P0101,ST015,1,441.06,2026-09-01 14:40:20
O0100190,2026-09-01 17:30:30,C00478,P0032,ST018,7,435.65,2026-09-01 17:30:30
O0100191,2026-09-01 11:04:40,C04972,P0169,ST013,8,86.39,2026-09-01 11:04:40
O0100192,2026-09-01 14:16:17,C02342,P0079,ST011,8,68.83,2026-09-01 14:16:17
O0100193,2026-09-01 10:00:18,C03183,P0089,ST002,3,48.87,2026-09-01 10:00:18
O0100194,2026-09-01 16:13:33,C04308,P0155,ST010,6,362.92,2026-09-01 16:13:33
O0100195,2026-09-01 17:10:11,C00913,P0064,ST018,7,463.48,2026-09-01 17:10:11
O0100196,2026-09-01 21:13:04,C02678,P0105,ST003,-6,113.55,2026-09-01 21:13:04
O0100197,2026-09-01 16:01:49,C02314,P0087,ST004,8,104.19,2026-09-01 16:01:49
O0100198,2026-09-01 20:38:59,C03347,P0131,ST013,1,208.98,2026-09-01 20:38:59
O0100199,2026-09-01 13:06:29,C01835,P0091,ST020,5,319.65,2026-09-01 13:06:29
O0100200,2026-09-01 16:25:08,C04535,P0041,ST001,1,482.29,2026-09-01 16:25:08
O0100201,2026-09-01 18:06:18,C00490,P0070,ST017,3,37.06,2026-09-01 18:06:18
O0100202,2026-09-01 14:02:59,C00246,P0198,ST019,5,127.95,2026-09-01 14:02:59
O0100203,2026-09-01 14:38:15,C03561,P0031,ST007,3,486.03,2026-09-01 14:38:15
O0100204,2026-09-01 19:07:59,C02648,P0125,ST016,6,257.05,2026-09-01 19:07:59
O0100205,2026-09-01 19:32:10,C04554,P0175,ST014,4,53.64,2026-09-01 19:32:10
O0100206,2026-09-01 21:53:15,C00647,P0006,ST013,6,365.68,2026-09-01 21:53:15
O0100207,2026-09-01 16:57:43,C03415,P0118,ST017,2,360.72,2026-09-01 16:57:43
O0100208,2026-09-01 18:54:26,C03141,P0139,ST018,4,415.79,2026-09-01 18:54:26
O0100209,2026-09-01 11:34:47,C04023,P0097,ST006,6,449.77,2026-09-01 11:34:47
O0100210,2026-09-01 21:59:42,C02559,P0031,ST004,2,486.03,2026-09-01 21:59:42
O0100211,2026-09-01 21:13:16,C02211,P0062,ST014,4,432.73,2026-09-01 21:13:16
O0100212,2026-09-01 16:26:37,C00145,P0075,ST007,7,121.63,2026-09-01 16:26:37
O0100213,2026-09-01 21:07:20,C02200,P0005,ST020,3,424.2,2026-09-01 21:07:20
O0100214,2026-09-01 20:23:01,C04985,P0085,ST002,7,445.19,2026-09-01 20:23:01
O0100215,2026-09-01 11:51:07,C00645,P0155,ST020,7,362.92,2026-09-01 11:51:07
O0100216,2026-09-01 11:53:30,C00381,P0113,ST020,1,365.09,2026-09-01 11:53:30
O0100217,2026-09-01 12:27:07,C02690,P0058,ST007,2,404.59,2026-09-01 12:27:07
O0100218,2026-09-01 08:42:49,C04361,P0200,ST006,3,98.2,2026-09-01 08:42:49
O0100219,2026-09-01 12:11:58,C00198,P0180,ST014,7,218.46,2026-09-01 12:11:58
O0100220,2026-09-01 09:50:54,C04991,P0105,ST009,3,113.55,2026-09-01 09:50:54
O0100221,2026-09-01 09:36:58,C02076,P0113,ST014,3,365.09,2026-09-01 09:36:58
O0100222,2026-09-01 12:50:00,C01050,P0065,ST011,5,213.23,2026-09-01 12:50:00
O0100223,2026-09-01 21:20:22,C03517,P0007,ST017,3,42.16,2026-09-01 21:20:22
O0100224,2026-09-01 19:36:56,C00625,P0174,ST014,5,297.27,2026-09-01 19:36:56
O0100225,2026-09-01 19:48:11,C02493,P0149,ST015,8,428.8,2026-09-01 19:48:11
O0100226,2026-09-01 19:24:36,C01816,P0056,ST003,6,72.67,2026-09-01 19:24:36
O0100227,2026-09-01 20:12:32,C01024,P0135,ST007,2,389.87,2026-09-01 20:12:32
O0100228,2026-09-01 09:47:37,C00921,P0187,ST020,4,17.26,2026-09-01 09:47:37
O0100229,2026-09-01 08:10:54,C04885,P0067,ST020,1,290.85,2026-09-01 08:10:54
O0100230,2026-09-01 12:28:03,C03547,P0116,ST008,8,184.02,2026-09-01 12:28:03
O0100231,2026-09-01 15:47:56,C04117,,ST019,5,141.29,2026-09-01 15:47:56
O0100232,2026-09-01 20:11:35,C04204,P0190,ST012,4,279.23,2026-09-01 20:11:35
O0100233,2026-09-01 15:39:50,C04411,P0070,ST009,3,37.06,2026-09-01 15:39:50
O0100234,2026-09-01 17:46:18,C03863,P0033,ST010,2,78.96,2026-09-01 17:46:18
O0100235,2026-09-01 15:36:50,C99999,P0019,ST001,1,108.68,2026-09-01 15:36:50
O0100236,2026-09-01 08:59:12,C04016,P0003,ST017,8,172.1,2026-09-01 08:59:12
O0100237,2026-09-01 11:35:22,C00437,P0092,ST016,5,277.19,2026-09-01 11:35:22
O0100238,2026-09-01 11:22:20,C00649,P0067,ST006,1,290.85,2026-09-01 11:22:20
O0100239,2026-09-01 21:04:16,C02285,P0107,ST004,2,113.79,2026-09-01 21:04:16
O0100240,2026-09-01 20:36:21,C02297,P0040,ST011,2,134.73,2026-09-01 20:36:21
O0100241,2026-09-01 10:22:48,C03641,P0193,ST015,8,324.01,2026-09-01 10:22:48
O0100242,2026-09-01 08:01:16,C01048,P0002,ST002,8,380.13,2026-09-01 08:01:16
O0100243,2026-09-01 13:18:52,C00465,P0158,ST020,6,322.45,2026-09-01 13:18:52
O0100244,2026-09-01 19:42:36,C00186,P0119,ST009,2,334.45,2026-09-01 19:42:36
O0100245,2026-09-01 11:58:35,C02510,P0032,ST011,1,435.65,2026-09-01 11:58:35
O0100246,2026-09-01 18:03:40,C04404,P0022,ST014,4,182.91,2026-09-01 18:03:40
O0100247,2026-09-01 16:41:24,C03751,P0011,ST009,2,141.15,2026-09-01 16:41:24
O0100248,2026-09-01 08:32:58,C02301,P0196,ST001,2,278.08,2026-09-01 08:32:58
O0100249,2026-09-01 15:18:40,C00759,P0085,ST013,7,445.19,2026-09-01 15:18:40
O0100250,2026-09-01 12:21:16,C02766,P0040,ST012,2,134.73,2026-09-01 12:21:16
O0100251,2026-09-01 21:07:15,C02813,P0146,ST014,7,354.09,2026-09-01 21:07:15
O0100252,2026-09-01 09:08:19,C01589,P0176,ST005,4,398.72,2026-09-01 09:08:19
O0100253,2026-09-01 12:30:16,C02124,P0172,ST010,5,289.17,2026-09-01 12:30:16
O0100254,2026-09-01 18:45:44,C00068,P0160,ST018,2,108.2,2026-09-01 18:45:44
O0100255,2026-09-01 17:38:53,C02887,P0054,ST010,7,33.12,2026-09-01 17:38:53
O0100256,2026-09-01 10:22:48,C02328,P0189,ST003,8,172.15,2026-09-01 10:22:48
O0100257,2026-09-01 20:44:58,C00243,P0089,ST004,4,48.87,2026-09-01 20:44:58
O0100258,2026-09-01 11:49:16,C00827,P0047,ST019,4,116.78,2026-09-01 11:49:16
O0100259,2026-09-01 08:51:14,C04320,P0114,ST013,6,194.44,2026-09-01 08:51:14
O0100260,2026-09-01 09:22:04,C04276,P0043,ST013,3,220.74,2026-09-01 09:22:04
O0100261,2026-09-01 18:16:40,C04871,P0084,ST016,3,469.65,2026-09-01 18:16:40
O0100262,2026-09-01 11:02:50,C01350,P0047,ST001,6,116.78,2026-09-01 11:02:50
O0100263,2026-09-01 17:56:29,C03923,P0033,ST016,1,78.96,2026-09-01 17:56:29
O0100264,2026-09-01 16:54:13,C00112,P0054,ST017,6,33.12,2026-09-01 16:54:13
O0100265,2026-09-01 08:19:24,C03377,P0175,ST001,7,53.64,2026-09-01 08:19:24
O0100266,2026-09-01 13:42:21,C04008,P0024,ST020,8,430.97,2026-09-01 13:42:21
O0100267,2026-09-01 11:13:36,C00582,P0147,ST016,4,167.45,2026-09-01 11:13:36
O0100268,2026-09-01 10:51:03,C03965,P0148,ST015,3,105.8,2026-09-01 10:51:03
O0100269,2026-09-01 13:03:27,C03305,P0169,ST005,7,86.39,2026-09-01 13:03:27
O0100270,2026-09-01 12:13:34,C00895,P0180,ST020,3,218.46,2026-09-01 12:13:34
O0100271,2026-09-01 08:04:45,C00434,P0062,ST014,5,432.73,2026-09-01 08:04:45
O0100272,2026-09-01 21:58:27,C02694,P0057,ST010,7,127.15,2026-09-01 21:58:27
O0100273,2026-09-01 14:11:59,C03143,P0197,ST020,7,177.85,2026-09-01 14:11:59
O0100274,2026-09-01 08:39:31,C04710,P0075,ST016,7,121.63,2026-09-01 08:39:31
O0100275,2026-09-01 08:52:20,C00252,P0160,ST001,3,108.2,2026-09-01 08:52:20
O0100276,2026-09-01 09:09:37,C03415,P0029,ST014,6,384.99,2026-09-01 09:09:37
O0100277,2026-09-01 13:19:17,C00798,P0062,ST018,3,432.73,2026-09-01 13:19:17
O0100278,2026-09-01 14:02:19,C02457,P0125,ST008,2,257.05,2026-09-01 14:02:19
O0100279,2026-09-01 11:10:37,C01870,P0190,ST017,6,279.23,2026-09-01 11:10:37
O0100280,2026-09-01 14:44:59,C02353,P0116,ST001,6,184.02,2026-09-01 14:44:59
O0100281,2026-09-01 17:39:55,C02969,P0130,ST009,3,306.8,2026-09-01 17:39:55
O0100282,2026-09-01 08:16:58,C01598,P0073,ST019,3,211.35,2026-09-01 08:16:58
O0100283,2026-09-01 17:05:47,C04221,P0106,ST018,5,176.78,2026-09-01 17:05:47
O0100284,2026-09-01 15:58:43,C00335,P0180,ST003,5,218.46,2026-09-01 15:58:43
