order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,updated_ts
O0000079,2026-07-02 13:37:43,C04947,P0182,ST014,7,309.11,2026-07-02 13:37:43
O0000080,2026-06-07 13:41:50,C03775,P0113,ST019,1,365.09,2026-06-07 13:41:50
O0000081,2026-08-21 19:49:27,C99999,P0172,ST007,3,289.17,2026-08-21 19:49:27
O0000082,2026-07-14 09:18:58,C00233,P0106,ST015,5,176.78,2026-07-14 09:18:58
O0000083,2026-08-28 13:22:15,C03654,P0071,ST002,6,203.68,2026-08-28 13:22:15
O0000084,2026-08-22 12:49:50,C01716,P0042,ST018,6,357.34,2026-08-22 12:49:50
O0000085,2026-07-16 20:52:11,C00729,P0128,ST011,6,337.38,2026-07-16 20:52:11
O0000086,2026-07-01 13:53:19,C00741,P0026,ST013,6,194.23,2026-07-01 13:53:19
O0000087,2026-08-22 10:48:24,C02169,P0052,ST016,6,179.09,2026-08-22 10:48:24
O0000088,2026-07-28 13:48:10,C02645,P0044,ST001,2,126.21,2026-07-28 13:48:10
O0000089,2026-07-11 16:44:41,C02427,P0144,ST018,3,119.54,2026-07-11 16:44:41
O0000090,2026-08-30 09:12:05,C04899,P0024,ST013,5,430.97,2026-08-30 09:12:05
O0000091,2026-07-15 16:22:25,C03156,P0035,ST004,5,464.76,2026-07-15 16:22:25
O0000092,2026-06-12 13:14:28,C02015,P0011,ST018,3,141.15,2026-06-12 13:14:28
O0000093,2026-07-07 08:31:14,C01794,P0178,ST008,4,37.27,2026-07-07 08:31:14
O0000094,2026-06-29 10:00:18,C00171,P0063,ST020,8,191.35,2026-06-29 10:00:18
O0000095,2026-07-25 16:35:36,C03378,P0050,ST006,7,123.77,2026-07-25 16:35:36
O0000096,2026-07-21 19:16:45,C02160,P0094,ST014,6,274.16,2026-07-21 19:16:45
O0000097,2026-07-02 13:34:22,C01102,P0020,ST011,4,74.01,2026-07-02 13:34:22
O0000098,2026-08-15 10:06:58,C03898,P0130,ST018,6,306.8,2026-08-15 10:06:58
O0000099,2026-08-18 11:46:22,C04539,P0184,ST008,8,163.19,2026-08-18 11:46:22
O0000100,2026-06-08 15:39:28,C04842,P0128,ST014,2,337.38,2026-06-08 15:39:28
O0000101,2026-06-23 08:35:28,C00472,P0144,ST012,8,119.54,2026-06-23 08:35:28
O0000102,2026-06-20 09:43:22,C02262,P0017,ST019,5,116.84,2026-06-20 09:43:22
O0000103,2026-06-05 19:38:31,C01093,P0111,ST013,4,91.75,2026-06-05 19:38:31
O0000104,2026-07-11 16:44:43,C02708,P0078,ST008,7,39.41,2026-07-11 16:44:43
O0000105,2026-08-10 18:37:20,C04994,P0002,ST002,6,380.13,2026-08-10 18:37:20
O0000106,2026-06-11 17:04:33,C01321,P0106,ST007,4,176.78,2026-06-11 17:04:33
O0000107,2026-06-24 21:11:01,C04055,P0167,ST004,6,65.73,2026-06-24 21:11:01
O0000108,2026-07-23 17:44:43,C03339,P0100,ST013,8,432.71,2026-07-23 17:44:43
O0000109,2026-07-15 10:06:19,C01454,P0091,ST014,5,319.65,2026-07-15 10:06:19
O0000110,2026-06-25 12:25:12,C02878,P0059,ST003,6,28.14,2026-06-25 12:25:12
O0000111,2026-06-14 16:16:01,C00499,P0156,ST018,1,490.42,2026-06-14 16:16:01
O0000112,2026-06-14 10:00:33,C00039,P0004,ST011,7,53.8,2026-06-14 10:00:33
O0000113,2026-08-13 17:23:54,C01413,P0018,ST007,8,202.38,2026-08-13 17:23:54
O0000114,2026-06-29 13:06:55,C01268,P0175,ST020,6,53.64,2026-06-29 13:06:55
O0000115,2026-07-28 19:54:56,C01455,P0198,ST017,3,127.95,2026-07-28 19:54:56
O0000116,2026-07-28 08:39:02,C00986,P0138,ST010,5,475.17,2026-07-28 08:39:02
O0000117,2026-08-28 10:37:33,C00817,P0043,ST016,4,220.74,2026-08-28 10:37:33
O0000118,2026-08-19 13:29:59,C04490,P0169,ST013,8,86.39,2026-08-19 13:29:59
O0000119,2026-08-26 16:04:21,C02996,P0064,ST005,4,463.48,2026-08-26 16:04:21
O0000120,2026-08-03 11:50:25,C02936,P0011,ST002,8,141.15,2026-08-03 11:50:25
O0000121,2026-08-25 19:48:53,C00810,P0152,ST017,2,270.5,2026-08-25 19:48:53
O0000122,2026-07-13 16:36:36,C04358,P0180,ST017,7,218.46,2026-07-13 16:36:36
O0000123,2026-08-23 11:18:20,C03670,P0035,ST007,5,464.76,2026-08-23 11:18:20
O0000124,2026-07-26 14:27:24,C04018,P0022,ST001,8,182.91,2026-07-26 14:27:24
O0000125,2026-08-12 15:39:24,C04077,P0079,ST010,1,68.83,2026-08-12 15:39:24
O0000126,2026-06-07 11:05:19,C04680,P0151,ST018,3,377.48,2026-06-07 11:05:19
O0000127,2026-06-08 16:01:03,C03154,P0078,ST007,6,39.41,2026-06-08 16:01:03
O0000128,2026-06-08 21:52:43,C04165,P0112,ST017,3,22.01,2026-06-08 21:52:43
O0000129,2026-08-28 19:02:58,C00809,P0055,ST015,3,126.58,2026-08-28 19:02:58
O0000130,2026-07-12 09:45:13,C01694,P0127,ST019,1,49.41,2026-07-12 09:45:13
O0000131,2026-07-20 11:57:44,C02380,P0030,ST001,4,219.08,2026-07-20 11:57:44
O0000132,2026-07-14 10:24:52,C03046,P0059,ST013,1,28.14,2026-07-14 10:24:52
O0000133,2026-08-17 11:39:42,C03464,P0067,ST019,5,290.85,2026-08-17 11:39:42
O0000134,2026-08-24 19:58:17,C00084,P0105,ST014,7,113.55,2026-08-24 19:58:17
O0000135,2026-06-26 21:49:31,C04917,P0065,ST001,7,213.23,2026-06-26 21:49:31
O0000136,2026-07-29 10:42:44,C00578,P0058,ST004,2,404.59,2026-07-29 10:42:44
O0000137,2026-08-03 09:11:34,C01372,P0084,ST009,7,469.65,2026-08-03 09:11:34
O0000138,2026-07-08 12:54:36,C00889,P0067,ST004,7,290.85,2026-07-08 12:54:36
O0000139,2026-06-27 09:35:54,C01645,P0128,ST005,1,337.38,2026-06-27 09:35:54
O0000140,2026-06-15 09:14:02,C01512,P0100,ST003,2,432.71,2026-06-15 09:14:02
O0000141,2026-08-19 13:28:47,C03622,P0037,ST020,1,45.57,2026-08-19 13:28:47
O0000142,2026-08-05 20:12:49,C02605,P0054,ST002,1,33.12,2026-08-05 20:12:49
O0000143,2026-07-15 21:16:58,C02869,P0045,ST015,4,295.39,2026-07-15 21:16:58
O0000144,2026-06-09 14:24:09,C04142,P0075,ST003,4,121.63,2026-06-09 14:24:09
O0000145,2026-06-26 13:42:46,C00208,P0113,ST015,2,365.09,2026-06-26 13:42:46
O0000146,2026-08-18 16:18:35,C01175,P0042,ST018,6,357.34,2026-08-18 16:18:35
O0000147,2026-08-28 09:26:33,C00144,P0137,ST020,3,229.86,2026-08-28 09:26:33
O0000148,2026-07-13 13:02:09,C01915,P0027,ST001,-7,265.97,2026-07-13 13:02:09
O0000149,2026-06-09 21:24:49,C00981,P0146,ST008,1,354.09,2026-06-09 21:24:49
O0000150,2026-06-11 08:41:52,C04682,P0122,ST013,5,204.82,2026-06-11 08:41:52
O0000151,2026-07-21 15:58:47,C04019,P0061,ST020,5,85.66,2026-07-21 15:58:47
O0000152,2026-08-22 15:30:58,C03721,P0040,ST018,6,134.73,2026-08-22 15:30:58
O0000153,2026-07-08 18:46:11,C02108,P0100,ST006,6,432.71,2026-07-08 18:46:11
O0000154,2026-07-27 20:19:09,C03768,P0011,ST014,4,141.15,2026-07-27 20:19:09
O0000155,2026-06-18 21:40:22,C03325,P0054,ST014,7,33.12,2026-06-18 21:40:22
O0000156,2026-07-29 15:24:29,C02768,P0094,ST011,7,274.16,2026-07-29 15:24:29
O0000157,2026-08-08 11:15:13,C01565,P0183,ST019,4,234.04,2026-08-08 11:15:13
O0000158,2026-08-25 20:39:23,C04491,P0119,ST014,6,334.45,2026-08-25 20:39:23
O0000159,2026-06-29 14:09:30,C04447,P0028,ST015,5,341.1,2026-06-29 14:09:30
O0000160,2026-08-20 14:03:12,C02767,P0056,ST018,3,72.67,2026-08-20 14:03:12
O0000161,2026-08-07 14:11:28,C01692,P0007,ST013,3,42.16,2026-08-07 14:11:28
O0000162,2026-08-28 17:49:09,C03293,P0165,ST019,4,377.85,2026-08-28 17:49:09
O0000163,2026-07-12 15:15:55,C01070,P0190,ST016,6,279.23,2026-07-12 15:15:55
O0000164,2026-08-19 16:47:40,C00796,,ST003,2,428.09,2026-08-19 16:47:40
O0000165,2026-06-08 13:54:05,C02923,P0081,ST007,3,220.78,2026-06-08 13:54:05
O0000166,2026-07-11 21:04:23,C02585,P0160,ST019,8,108.2,2026-07-11 21:04:23
O0000167,2026-08-31 10:18:19,C04603,P0026,ST006,3,194.23,2026-08-31 10:18:19
O0000168,2026-06-17 16:58:39,C01297,P0105,ST018,8,113.55,2026-06-17 16:58:39
O0000169,2026-07-07 19:54:57,C00929,P0064,ST005,8,463.48,2026-07-07 19:54:57
O0000170,2026-06-07 10:56:24,C03108,P0122,ST016,3,204.82,2026-06-07 10:56:24
O0000171,2026-08-16 19:52:23,C04792,P0113,ST019,3,365.09,2026-08-16 19:52:23
O0000172,2026-06-04 15:42:36,C02784,P0089,ST003,6,48.87,2026-06-04 15:42:36
O0000173,2026-06-19 17:19:43,C01225,P0101,ST004,4,441.06,2026-06-19 17:19:43
O0000174,2026-13-45 99:99:99,C02906,P0022,ST020,8,182.91,2026-07-13 12:45:50
O0000175,2026-08-16 14:10:23,C01574,P0065,ST017,5,213.23,2026-08-16 14:10:23
O0000176,2026-06-05 15:20:57,C00427,P0043,ST008,5,220.74,2026-06-05 15:20:57
O0000177,2026-07-27 13:02:17,C03753,P0192,ST003,6,278.92,2026-07-27 13:02:17
O0000178,2026-06-18 21:59:39,C04700,P0003,ST001,5,172.1,2026-06-18 21:59:39
O0000179,2026-08-01 14:24:02,C02215,P0178,ST013,6,37.27,2026-08-01 14:24:02
O0000180,2026-08-06 21:50:27,C02803,P0105,ST005,6,113.55,2026-08-06 21:50:27
O0000181,2026-08-11 11:31:18,C00683,P0069,ST015,2,31.27,2026-08-11 11:31:18
O0000182,2026-07-12 21:32:57,C00189,P0030,ST005,2,219.08,2026-07-12 21:32:57
O0000183,2026-13-45 99:99:99,C01942,P0147,ST003,2,167.45,2026-06-24 13:04:09
O0000184,2026-06-03 19:51:21,C00577,P0159,ST005,8,93.32,2026-06-03 19:51:21
O0000185,2026-07-14 20:42:06,C01000,P0157,ST002,3,297.17,2026-07-14 20:42:06
O0000186,2026-06-12 10:05:45,C00032,P0024,ST014,4,430.97,2026-06-12 10:05:45
O0000187,2026-06-12 14:20:40,C01579,P0136,ST016,4,27.96,2026-06-12 14:20:40
O0000188,2026-08-04 17:45:11,C02360,P0121,ST019,1,339.63,2026-08-04 17:45:11
O0000189,2026-08-05 08:05:11,C02157,P0051,ST005,4,97.63,2026-08-05 08:05:11
O0000190,2026-08-30 20:04:12,C02633,P0048,ST008,3,38.22,2026-08-30 20:04:12
O0000191,2026-08-16 12:38:26,C02339,P0130,ST007,7,306.8,2026-08-16 12:38:26
O0000192,2026-07-16 19:15:33,C02062,P0002,ST010,3,380.13,2026-07-16 19:15:33
O0000193,2026-06-10 15:22:57,C00495,P0188,ST020,7,245.31,2026-06-10 15:22:57
O0000194,2026-07-29 08:47:43,C02609,P0023,ST019,6,256.23,2026-07-29 08:47:43
O0000195,2026-08-18 18:04:36,C02614,P0068,ST015,6,31.41,2026-08-18 18:04:36
O0000196,2026-08-02 13:31:19,C04007,P0196,ST011,4,278.08,2026-08-02 13:31:19
O0000197,2026-06-23 08:44:22,C03809,P0105,ST015,6,113.55,2026-06-23 08:44:22
O0000198,2026-07-23 15:55:57,C03705,P0119,ST005,3,334.45,2026-07-23 15:55:57
O0000199,2026-07-21 14:01:55,C02595,P0036,ST013,3,122.01,2026-07-21 14:01:55
O0000200,2026-06-03 14:50:52,C01416,P0170,ST005,3,389.56,2026-06-03 14:50:52
O0000201,2026-06-04 14:30:09,C02764,P0070,ST007,1,37.06,2026-06-04 14:30:09
O0000202,2026-06-22 12:53:54,C02275,P0141,ST008,4,376.63,2026-06-22 12:53:54
O0000203,2026-08-04 14:27:54,C03993,P0041,ST002,6,482.29,2026-08-04 14:27:54
O0000204,2026-06-10 13:45:30,C02371,P0156,ST005,4,490.42,2026-06-10 13:45:30
O0000205,2026-08-04 20:13:26,C00107,P0126,ST010,3,330.45,2026-08-04 20:13:26
O0000206,2026-07-11 18:39:27,C00999,P0157,ST020,3,297.17,2026-07-11 18:39:27
O0000207,2026-07-15 19:23:51,C01050,P0177,ST012,8,175.56,2026-07-15 19:23:51
O0000208,2026-07-29 13:26:15,C02673,P0054,ST008,6,33.12,2026-07-29 13:26:15
O0000209,2026-08-01 20:17:35,C04729,P0088,ST011,4,254.19,2026-08-01 20:17:35
O0000210,2026-07-13 20:40:36,C04857,P0059,ST020,4,28.14,2026-07-13 20:40:36
O0000211,2026-07-03 15:36:30,C02568,P0005,ST017,2,424.2,2026-07-03 15:36:30
O0000212,2026-06-20 17:20:05,C04022,P0136,ST015,5,27.96,2026-06-20 17:20:05
O0000213,2026-07-21 20:12:50,C02263,P0198,ST005,6,127.95,2026-07-21 20:12:50
O0000214,2026-06-09 15:15:14,C00026,P0163,ST011,6,375.27,2026-06-09 15:15:14
O0000215,2026-08-02 16:09:50,C02622,P0070,ST016,6,37.06,2026-08-02 16:09:50
O0000216,2026-08-09 11:52:51,C01542,P0166,ST020,2,420.1,2026-08-09 11:52:51
O0000217,2026-06-09 19:56:12,C04130,P0135,ST010,4,389.87,2026-06-09 19:56:12
O0000218,2026-07-26 19:52:54,C02443,P0003,ST009,4,172.1,2026-07-26 19:52:54
O0000219,2026-06-05 08:41:41,C03453,P0196,ST003,6,278.08,2026-06-05 08:41:41
O0000220,2026-06-20 15:40:24,C01286,P0143,ST020,8,139.47,2026-06-20 15:40:24
O0000221,2026-06-15 12:29:17,C04969,P0051,ST015,5,97.63,2026-06-15 12:29:17
O0000222,2026-06-18 13:01:07,C02675,P0014,ST018,8,305.74,2026-06-18 13:01:07
O0000223,2026-07-12 21:46:24,C00209,P0141,ST014,6,376.63,2026-07-12 21:46:24
O0000224,2026-07-13 17:53:48,C02318,P0009,ST011,1,331.65,2026-07-13 17:53:48
O0000225,2026-06-09 19:45:45,C04069,P0034,ST003,2,300.68,2026-06-09 19:45:45
O0000226,2026-06-15 16:10:45,C00753,P0061,ST012,6,85.66,2026-06-15 16:10:45
O0000227,2026-07-24 13:48:04,C03282,P0127,ST018,1,49.41,2026-07-24 13:48:04
O0000228,2026-08-23 20:25:44,C04491,P0040,ST003,4,134.73,2026-08-23 20:25:44
O0000229,2026-06-16 20:58:55,C01863,P0067,ST008,1,290.85,2026-06-16 20:58:55
O0000230,2026-08-12 08:03:41,C01848,P0179,ST016,1,425.24,2026-08-12 08:03:41
O0000231,2026-07-01 10:55:08,C02618,P0129,ST011,7,76.23,2026-07-01 10:55:08
O0000232,2026-08-26 14:01:32,C02373,P0196,ST016,1,278.08,2026-08-26 14:01:32
O0000233,2026-08-30 14:35:04,C01640,P0011,ST019,1,141.15,2026-08-30 14:35:04
O0000234,2026-08-15 15:00:22,C00661,P0180,ST019,6,218.46,2026-08-15 15:00:22
O0000235,2026-06-23 14:13:09,C00061,P0138,ST020,5,475.17,2026-06-23 14:13:09
O0000236,2026-07-19 16:24:10,C04978,P0052,ST009,6,179.09,2026-07-19 16:24:10
O0000237,2026-07-05 14:07:41,C03700,P0074,ST001,8,467.55,2026-07-05 14:07:41
O0000238,2026-08-24 18:32:49,C01677,P0104,ST006,2,193.12,2026-08-24 18:32:49
O0000239,2026-06-15 19:59:55,C01640,P0053,ST019,5,337.66,2026-06-15 19:59:55
O0000240,2026-08-27 11:56:37,C02957,P0078,ST015,1,39.41,2026-08-27 11:56:37
O0000241,2026-07-01 17:56:56,C01777,P0065,ST017,1,213.23,2026-07-01 17:56:56
O0000242,2026-06-29 21:11:55,C01691,P0086,ST016,7,138.36,2026-06-29 21:11:55
O0000243,2026-07-30 14:38:48,C04028,P0043,ST016,5,220.74,2026-07-30 14:38:48
O0000244,2026-08-26 21:15:04,C00879,P0158,ST001,1,322.45,2026-08-26 21:15:04
O0000245,2026-06-03 12:59:00,C03646,P0078,ST013,3,39.41,2026-06-03 12:59:00
O0000246,2026-07-19 11:41:12,C03055,P0109,ST003,5,177.52,2026-07-19 11:41:12
O0000247,2026-06-04 12:49:02,C02475,P0031,ST005,5,486.03,2026-06-04 12:49:02
O0000248,2026-13-45 99:99:99,C00249,P0191,ST016,3,45.55,2026-06-28 09:58:40
O0000249,2026-06-13 19:15:29,C04567,,ST009,5,428.8,2026-06-13 19:15:29
O0000250,2026-08-13 15:04:46,C01256,P0178,ST007,2,37.27,2026-08-13 15:04:46
O0000251,2026-07-20 08:02:31,C03816,P0111,ST014,3,91.75,2026-07-20 08:02:31
O0000252,2026-08-14 08:42:04,C02301,P0198,ST010,8,127.95,2026-08-14 08:42:04
O0000253,2026-07-06 08:42:17,C01924,P0049,ST015,1,109.48,2026-07-06 08:42:17
O0000254,2026-06-07 21:36:53,C04579,P0112,ST016,4,22.01,2026-06-07 21:36:53
O0000255,2026-06-08 12:23:05,C03009,P0154,ST015,8,17.43,2026-06-08 12:23:05
O0000256,2026-07-19 18:57:23,C04514,P0186,ST018,3,286.22,2026-07-19 18:57:23
O0000257,2026-08-22 13:26:11,C03292,P0149,ST012,8,428.8,2026-08-22 13:26:11
O0000258,2026-07-09 10:52:43,C04052,P0193,ST018,7,324.01,2026-07-09 10:52:43
O0000259,2026-07-27 09:38:16,C02727,P0036,ST012,8,122.01,2026-07-27 09:38:16
O0000260,2026-08-10 21:43:10,C02814,P0011,ST017,3,141.15,2026-08-10 21:43:10
O0000261,2026-08-10 18:53:47,C04700,P0041,ST005,4,482.29,2026-08-10 18:53:47
O0000262,2026-07-22 09:52:26,C04108,P0029,ST018,1,384.99,2026-07-22 09:52:26
O0000263,2026-08-14 08:16:59,C01350,P0141,ST008,6,376.63,2026-08-14 08:16:59
O0000264,2026-07-13 19:53:51,C04493,P0096,ST013,7,449.79,2026-07-13 19:53:51
O0000265,2026-07-16 19:26:44,C00872,P0193,ST008,8,324.01,2026-07-16 19:26:44
O0000266,2026-08-29 20:12:45,C04133,P0001,ST004,8,112.56,2026-08-29 20:12:45
O0000267,2026-06-11 19:19:15,C03327,P0194,ST010,4,49.25,2026-06-11 19:19:15
O0000268,2026-06-14 21:12:01,C00255,P0005,ST010,2,424.2,2026-06-14 21:12:01
O0000269,2026-08-28 09:04:16,C00975,P0116,ST014,6,184.02,2026-08-28 09:04:16
O0000270,2026-06-03 19:38:19,C03177,P0088,ST012,4,254.19,2026-06-03 19:38:19
O0000271,2026-08-20 17:58:30,C04861,P0163,ST002,8,375.27,2026-08-20 17:58:30
O0000272,2026-08-04 13:22:01,C03880,P0066,ST013,2,79.93,2026-08-04 13:22:01
O0000273,2026-08-16 17:56:22,C04017,P0176,ST001,7,398.72,2026-08-16 17:56:22
O0000274,2026-08-03 20:57:05,C02066,P0122,ST018,2,204.82,2026-08-03 20:57:05
O0000275,2026-08-21 09:29:24,C02764,P0192,ST008,8,278.92,2026-08-21 09:29:24
O0000275,2026-08-21 09:29:24,C02764,P0192,ST008,8,278.92,2026-08-21 09:29:24
O0000276,2026-07-11 16:49:45,C01775,P0116,ST020,7,184.02,2026-07-11 16:49:45
O0000277,2026-08-28 10:37:55,C00232,P0173,ST017,8,200.14,2026-08-28 10:37:55
O0000278,2026-06-25 15:17:44,C03180,P0145,ST018,1,71.77,2026-06-25 15:17:44
O0000279,2026-06-17 19:33:31,C03701,P0045,ST010,3,295.39,2026-06-17 19:33:31
O0000280,2026-08-17 13:27:07,C01269,P0176,ST003,4,398.72,2026-08-17 13:27:07
O0000281,2026-07-03 08:24:49,C01447,P0191,ST013,1,45.55,2026-07-03 08:24:49
O0000282,2026-06-30 13:55:43,C04042,P0150,ST008,8,240.06,2026-06-30 13:55:43
